video_title,author,comment_text
I bought the CHEAPEST Tech in India!,@Chamabsvtsgdgsggsvs1,Welcome sir
I bought the CHEAPEST Tech in India!,@rambo_2697,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=660"">11:00</a> mr bean 😂😂😂"
I bought the CHEAPEST Tech in India!,@Pawansahu0007-pi9qm,1like = 0 present
I bought the CHEAPEST Tech in India!,@bimalchnath,That boat is not original.
I bought the CHEAPEST Tech in India!,@brajkishoresingh9388,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=311"">5:11</a> there was a Agni 2"
I bought the CHEAPEST Tech in India!,@garbhitkumawat2172,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1237"">20:37</a>😂😂😂😂😂"
I bought the CHEAPEST Tech in India!,@bap100,We would appreciate if you stop saying cheap.<br>It&#39;s call affordable.
I bought the CHEAPEST Tech in India!,@pokepshych1930,Bro  a 7 is too much. If you review the mic of these 10$ air dopes you would rate them a 4
I bought the CHEAPEST Tech in India!,@whothefork3647,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=442"">7:22</a> WHAT&#39;S WITH THE MAP???? NUH UH CHANGE THAT SHI OR EDIT IT OUT"
I bought the CHEAPEST Tech in India!,@gamingbest3284,Nehru place is one of my favorite places
I bought the CHEAPEST Tech in India!,@hafizurrahmanshahriar6332,Do now Bangladesh
I bought the CHEAPEST Tech in India!,@juggawest,Semi-good to good stuff cheap!
I bought the CHEAPEST Tech in India!,@user-wq4us4tc1s,fact :- these are chinese product 😂
I bought the CHEAPEST Tech in India!,@taniyasen8227,Technical guruji: 80% accent 20% English
I bought the CHEAPEST Tech in India!,@BaruiiS,Bro ate uncooked roti😂😂😂😂😂
I bought the CHEAPEST Tech in India!,@rohitnandire2000,"😍💟😊 <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=21"">0:21</a> 🥳"
I bought the CHEAPEST Tech in India!,@PoonamSingh-mx3lg,"The only thing I would say not good about the video is india&#39;s inappropriate map <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a>"
I bought the CHEAPEST Tech in India!,@ryamatoingoAI,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=2228"">37:08</a> Nepal mentioned RAAHHHH🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅"
I bought the CHEAPEST Tech in India!,@aadhyathapliyal1659,Me
I bought the CHEAPEST Tech in India!,@ishwarbhosle3543,Sir please remove the flag bag from side only because it contains your logo in mid. Their should be Ashoka Chakra.
I bought the CHEAPEST Tech in India!,@BelugaAronno123,Hi i am from Bangladesh and I request you to come Bangladesh and review our product love from Bangladesh ❤
I bought the CHEAPEST Tech in India!,@vittalwaghela6128,Technical Guruji 👍
I bought the CHEAPEST Tech in India!,@Gurtaj17,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1611"">26:51</a> cool projeter"
I bought the CHEAPEST Tech in India!,@shubhamjain9470,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=439"">7:19</a>  Arun, brother we all love you but you gotta use correct maps of our country Arunnnnn..."
I bought the CHEAPEST Tech in India!,@deepakrawat7297,Good vedio but dude THE MAP
I bought the CHEAPEST Tech in India!,@PillagerIsLive69000,there was 2 biggest tech youtuber in that shop what do you expect 😂😂😂😂
I bought the CHEAPEST Tech in India!,@js_gaming49,😂
I bought the CHEAPEST Tech in India!,@sarhanram6615,technical guruji seems like a know it all
I bought the CHEAPEST Tech in India!,@huihuu0089,Most of the things are china made
I bought the CHEAPEST Tech in India!,@Otakusama_106,My mother will be so proud 😂
I bought the CHEAPEST Tech in India!,@ramakrishnachoudarykakani1869,Lol I&#39;m hearing this on air dopes
I bought the CHEAPEST Tech in India!,@Ryder-ly2ez,I love how he is better at cooking than Jamie Oliver 😂
I bought the CHEAPEST Tech in India!,@ankit79,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> please change that map, otherwise you may recieve a official government notice"
I bought the CHEAPEST Tech in India!,@stxavier9439,"You took everything in one bag from &quot;LAVA to iPhone &quot; 😂😂😂😂😂😂😂even Apple right, should we leave this planet"
I bought the CHEAPEST Tech in India!,@Gurtaj17,Next go to australia sydney nsw 41 delaware ave and meet me gurtaj
I bought the CHEAPEST Tech in India!,@user-xu1ft5ub1p,Technical guruji
I bought the CHEAPEST Tech in India!,@amprifygaming7043,Dirty crown 🤮
I bought the CHEAPEST Tech in India!,@shanthankumar1046,But all the electronic products are from china
I bought the CHEAPEST Tech in India!,@RICHU_YOUR_BOY-2,HI
I bought the CHEAPEST Tech in India!,@sarveshvashishtha4634,Bhai chain bacha kar😂
I bought the CHEAPEST Tech in India!,@natostation1832,Respect for guruji ❤
I bought the CHEAPEST Tech in India!,@user-sp8of6nw6y,I am from multiverse 😂
I bought the CHEAPEST Tech in India!,@Luluvut_pathorghata,I was expecting to see guruji . And boom. Chaliye Shuru Karte hein ❤
I bought the CHEAPEST Tech in India!,@dipr6408,Most of them are Chinese products 😅
I bought the CHEAPEST Tech in India!,@Safe-Short,You cn get That Air pods for free here😅
I bought the CHEAPEST Tech in India!,@hopegaming867,Welcome Home
I bought the CHEAPEST Tech in India!,@ryuno2097,Nice seeing Arun visiting his home country .
I bought the CHEAPEST Tech in India!,@1-9-MIX,2/10 for the dough.
I bought the CHEAPEST Tech in India!,@bobboro5310,All are Chinese product
I bought the CHEAPEST Tech in India!,@Mainhubhoot,Great brand integration 😊😊😊😊
I bought the CHEAPEST Tech in India!,@vaibhavrevandkar6153,Frankly most of the gadgets unboxed were made in China tbh😂
I bought the CHEAPEST Tech in India!,@cryoniczz7073,bro doesnt know vpn cant help you with tiktok as far as i know
I bought the CHEAPEST Tech in India!,@meetgala09,he was wearing a kurta is more impressive than the video
I bought the CHEAPEST Tech in India!,@aljoshilagan3204,its funny how knocks off show how easy it is to make apple products.
I bought the CHEAPEST Tech in India!,@Pelu_ji,Bro you need to learn to use roti maker 😅😅😅😅 bro at least u must read that manual😅
I bought the CHEAPEST Tech in India!,@Nandan_Singh.,That Roti is a straight 0. Your mom could do a 10/10 because it works.
I bought the CHEAPEST Tech in India!,@RPS_playzzz,1st time I&#39;ve listened Arun saying Hindi ❤
I bought the CHEAPEST Tech in India!,@jacinthvardhan4167,i am
I bought the CHEAPEST Tech in India!,@sreeharisabu178,Poda
I bought the CHEAPEST Tech in India!,@justbigboytoys,Where u guys heading next in delhi i genuinely wanna meet you
I bought the CHEAPEST Tech in India!,@Laudalassan69,Man talked about too much  advertising on the phone but his own video has almost 7 ads hypocricy at its finest
I bought the CHEAPEST Tech in India!,@stoicsaint555,Garath Malone with technical paaji
I bought the CHEAPEST Tech in India!,@saugatasarkar_3429,boat owner watching this video with a dark smile in his face. 😂😂
I bought the CHEAPEST Tech in India!,@user-te6fr8rk2k,roti mean bread
I bought the CHEAPEST Tech in India!,@Apple-tk2dm,These all products are Chinese made.... 😂
I bought the CHEAPEST Tech in India!,@Vishal7Prasad,Two Indians talking in English.😅
I bought the CHEAPEST Tech in India!,@talha4947,Do you have Galaxy J2 Ace phone?
I bought the CHEAPEST Tech in India!,@just_dance1234,"He Shocked <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=640"">10:40</a> 😂😂"
I bought the CHEAPEST Tech in India!,@chrispillay7255,Meeee
I bought the CHEAPEST Tech in India!,@just_dance1234,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=538"">8:58</a> bro Confused"
I bought the CHEAPEST Tech in India!,@Hellboy2049,A word of advice : Most Boat products are overrated . Portronics has better products and a more interesting product line !
I bought the CHEAPEST Tech in India!,@funtakila,Why you buy the cheapest product can&#39;t you afford the expensive one?
I bought the CHEAPEST Tech in India!,@AbhishekYadav-xx8xm,This is the best video ever 😭
I bought the CHEAPEST Tech in India!,@Magic_Person,"PLEASEE,COME TO HARYANAAA"
I bought the CHEAPEST Tech in India!,@rehman-tj8xs,next time pakistan plzzzzzz
I bought the CHEAPEST Tech in India!,@scgaming20,Habibi come to Dubai
I bought the CHEAPEST Tech in India!,@monishanand4793,Even I have a Samsung M34... I gave the same color too...
I bought the CHEAPEST Tech in India!,@souravtanwar,I like they way u say roti
I bought the CHEAPEST Tech in India!,@shadowgaming-sk2kf,your parents were indians ?
I bought the CHEAPEST Tech in India!,@RPDX,That fast delivery service is out of this world. Amazon has a lot to learn.
I bought the CHEAPEST Tech in India!,@himalayansheep2409,Why you come here don&#39;t come again
I bought the CHEAPEST Tech in India!,@bikehubbyemon,Why don’t you come to Bangladesh and collab with ATC Android Toto Company. Love from bangladesh 🇧🇩
I bought the CHEAPEST Tech in India!,@denreelepcha4845,"But there was a Lava in the background if you notice in the Shop you bought the Smart bag and Roti Maker from <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=316"">5:16</a>"
I bought the CHEAPEST Tech in India!,@Aadhunik_Sanatani,Everything was great but TikTok
I bought the CHEAPEST Tech in India!,@adikeshavuppar9828,apple is just overpriced
I bought the CHEAPEST Tech in India!,@inside_arun,Guruji 🙏🔥🔥🔥
I bought the CHEAPEST Tech in India!,@samhaley9251,These NRIs thinks they’re above us 😂😂😂
I bought the CHEAPEST Tech in India!,@MeetPatel-so4io,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> India’s map is not that <br>Guys report or you need to change that <br>Respect for both the creators but please be specific about country’s map so that you don’t hurt your audience sentiments for the nation"
I bought the CHEAPEST Tech in India!,@abhijitgautam5625,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=573"">9:33</a> Why do you sound like lucifer"
I bought the CHEAPEST Tech in India!,@crazyfireyt4445,awesome
I bought the CHEAPEST Tech in India!,@crazyfireyt4445,AWESOME
I bought the CHEAPEST Tech in India!,@pradeepmori3434,80% made in china
I bought the CHEAPEST Tech in India!,@ibendover4817,Bystander dudes have too much free time to be creepily following people around like that.
I bought the CHEAPEST Tech in India!,@adityavarma2614,"I Hope those are made in china, not sure but"
I bought the CHEAPEST Tech in India!,@bkmajesty04,Another banger video
I bought the CHEAPEST Tech in India!,@Chainsukh69,In real all gadgets from china😂
I bought the CHEAPEST Tech in India!,@FPZ.Sakhi.M,Plz com pakistan
I bought the CHEAPEST Tech in India!,@DMJEnterprises,"Dear Mrwhosetheboss,<br><br>I hope this message finds you well. I&#39;ve sent you a sponsorship link via email, as I believe it could be a valuable opportunity for collaboration. Your content continues to inspire and educate many of us, and I believe this partnership could be mutually beneficial. Thank you for considering it.<br><br>Warm regards,<br>Daiwik M Jith"
I bought the CHEAPEST Tech in India!,@saurabhkachhap2991,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=2203"">36:43</a> lava being best ❤"
I bought the CHEAPEST Tech in India!,@JEEVANKUMAR459,basically everything is made in china 😄. Also dude knows how to impress Indians 😀
I bought the CHEAPEST Tech in India!,@BrianPiddick,"I have owned and used Torras for years, love the kick stand, use it every day. Thanks for flogging a new MagSafe standing model."
I bought the CHEAPEST Tech in India!,@subhampatel993742239,At the beginning of the video bro told that they unbox infront of you and got a feature phone 🤭
I bought the CHEAPEST Tech in India!,@srgvproductions1188,we flexing UPI &gt;&gt;
I bought the CHEAPEST Tech in India!,@user-yf5rg7en3z,His best video yet like i am genuinely amazed by his skills to tell story for every gadget and make someone like me have so much interest in a video and genuinely want to understand gadgets like woww
I bought the CHEAPEST Tech in India!,@paintingwolf5574,He know how to get views
I bought the CHEAPEST Tech in India!,@mehakgupta7034,Am in love with the phone cases because oml I have a habit of changing mine a lot and good lord I have bought them all for such cheap prices. <br>Lmao I’ve been told you can get them for like 100INR each in Sarojini and maybe even less.
I bought the CHEAPEST Tech in India!,@lightplayzvideogames4827,I feel bad for the massager listening to Arron singing happy brithday😂😂😂
I bought the CHEAPEST Tech in India!,@redcoatgaming3682,Unexpected collab😂😂😂
I bought the CHEAPEST Tech in India!,@alexthomas8602,me
I bought the CHEAPEST Tech in India!,@enoughharshu,Unexpected colab
I bought the CHEAPEST Tech in India!,@StarGaming0,Bro you can get Samsung s21 for $200 in Nigeria
I bought the CHEAPEST Tech in India!,@angshukNag,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> .. why tho?"
I bought the CHEAPEST Tech in India!,@Sa_bib,"All of these Made in China, So the real credit should goes to China 🇨🇳"
I bought the CHEAPEST Tech in India!,@noobie4641,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=438"">7:18</a> wrong map 🙂"
I bought the CHEAPEST Tech in India!,@user-fz5np9om9l,If u like my comment I&#39;ll start studying for my boards
I bought the CHEAPEST Tech in India!,@renanletenski,you MUUUST go to Paraguay
I bought the CHEAPEST Tech in India!,@saswatachakraborty5840,Welcome home brother!!
I bought the CHEAPEST Tech in India!,@prateekbaliga1281,The way he explained jugaad😂😂
I bought the CHEAPEST Tech in India!,@joellevijohn,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1462"">24:22</a> this attempt at roti is a disappointing 3/10. Doughy, unevenly cooked, and honestly, an edible but forgettable experience. :D Loved the video, head over to Bangalore next time we could make a Malabar Paratha maybe courtesy ID :D?"
I bought the CHEAPEST Tech in India!,@vijayrastogi54,Sadly most products are made in China
I bought the CHEAPEST Tech in India!,@xox_yug,review the honor magic 6 pro!
I bought the CHEAPEST Tech in India!,@masterplanner4260,Good to see Arun come back home 😇😇😇
I bought the CHEAPEST Tech in India!,@eclive6113,"Cycle se deliver kar diya yar 10 min me ,😂😂"
I bought the CHEAPEST Tech in India!,@LAZYPEACH,"imagine getting massaged while making a youtube video, ah yes, the perks of being a great youtuber. much love and respect brother."
I bought the CHEAPEST Tech in India!,@muthoosworld4334,👍👍
I bought the CHEAPEST Tech in India!,@sakshamchawla2383,You should have contacted tech burner 🔥
I bought the CHEAPEST Tech in India!,@arpanchuddlers,"arun,  welcome to new bharat"
I bought the CHEAPEST Tech in India!,@Jatin_kunwar,You looks alike indians
I bought the CHEAPEST Tech in India!,@deb4261,1 like =95%❤
I bought the CHEAPEST Tech in India!,@KIRIKFACTS02,Jai hind 🇮🇳
I bought the CHEAPEST Tech in India!,@parijatava,It’s Roti not Rottti 😂
I bought the CHEAPEST Tech in India!,@habibiRohan,THAT ROTI IS RAWWWW! xD
I bought the CHEAPEST Tech in India!,@adityamishra683,Bro every single second are perfect bus those 3 sec where Indians map is shown is very disappointing.......😢
I bought the CHEAPEST Tech in India!,@Anoop_study,I was waiting for lava review😢
I bought the CHEAPEST Tech in India!,@darkflame2848,op collab 😂😂♥️
I bought the CHEAPEST Tech in India!,@subodhyadav7940,Go in chor bazar in delhi
I bought the CHEAPEST Tech in India!,@AdhidevRenjith858,Meeeee
I bought the CHEAPEST Tech in India!,@insaanGang19,LAVA 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
I bought the CHEAPEST Tech in India!,@petsproofficial,Free Brand promotion for many companies 😊😊
I bought the CHEAPEST Tech in India!,@gogosfavourite2819,Everything was right just the map was wrong
I bought the CHEAPEST Tech in India!,@emranajmir8291,if you bargain you can get more cheaper
I bought the CHEAPEST Tech in India!,@tanaystudies,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1460"">24:20</a> You Had To Put The Black Clamp On It To Pressure The Heat"
I bought the CHEAPEST Tech in India!,@abhirajpanchal4852,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=2136"">35:36</a>"
I bought the CHEAPEST Tech in India!,@varunyadav5935,"Arun .. I have mad respect for you but choosing to show the wrong map was a bad choice at : <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> .. Please have it removed thank you<br>\"
I bought the CHEAPEST Tech in India!,@shishirchaturvedi7578,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=15"">0:15</a> can someone please tell me the name of this place"
I bought the CHEAPEST Tech in India!,@NotUwU-_-,"thanks for technology become affordable and still have good quality and function, sometimes better"
I bought the CHEAPEST Tech in India!,@chen4238,Try this in China’s 华强北
I bought the CHEAPEST Tech in India!,@fehmanahsrafi7143,1.50 LOL bro I think you got ripped off.
I bought the CHEAPEST Tech in India!,@CricShortzzz,"Tell me, You did not order atta with pooja ghee🤣🤣🤣🤣🤣"
I bought the CHEAPEST Tech in India!,@sakshambansal8606,Bhai you eated half cooked roti
I bought the CHEAPEST Tech in India!,@karanbaheti149,Cheap
I bought the CHEAPEST Tech in India!,@tdwl4373,Arun is my favorite. Then this colab.
I bought the CHEAPEST Tech in India!,@CricShortzzz,"So basically, bOAT imports its  products from China that&#39;s y quality issue"
I bought the CHEAPEST Tech in India!,@887310954,most of these fakes are just imported from china.
I bought the CHEAPEST Tech in India!,@jaineelmiyani7c_174,Can you pls gift me a red magic 8s pro
I bought the CHEAPEST Tech in India!,@MetalhonicRecords,"Bro wassupp with your eyes 😂😂😂  <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=525"">08:45</a>"
I bought the CHEAPEST Tech in India!,@midlajmc656,Habeeebi come to kerala
I bought the CHEAPEST Tech in India!,@musicpurgatory6818,😂 lucifer fans assemble
I bought the CHEAPEST Tech in India!,@joelvillarreal5951,Dhid. Sgis. Shid
I bought the CHEAPEST Tech in India!,@parag1210,There is nothing called as Indiam tech... It just repackaged Chinese or straight up rebranded chinese stuff
I bought the CHEAPEST Tech in India!,@tanaystudies,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=227"">3:47</a> Man Knows Hindi!"
I bought the CHEAPEST Tech in India!,@jokjoan,Who buys a power bank for 200 dollars? 0 🧠 move
I bought the CHEAPEST Tech in India!,@ChristophTobler,UC is basically like Airtasker
I bought the CHEAPEST Tech in India!,@lunoxlay2869,No likes!
I bought the CHEAPEST Tech in India!,@Diverseuniverse838,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1228"">20:28</a> 😂"
I bought the CHEAPEST Tech in India!,@0w0i,That’s crazy
I bought the CHEAPEST Tech in India!,@shashankawala2808,half the products you bought are actually chinese products here
I bought the CHEAPEST Tech in India!,@AffectionateEagle-pq8nq,Thanks to technical guru ji for best guide and help.
I bought the CHEAPEST Tech in India!,@thunderbolt6893,That foldable phone caught me off guard
I bought the CHEAPEST Tech in India!,@parijatava,Rajma chawal khana while you are there
I bought the CHEAPEST Tech in India!,@AGz_Zzz,Don t change blue logo 😢
I bought the CHEAPEST Tech in India!,@nikhilteja3831,And Most of the counterfeit goods are made in china 😂
I bought the CHEAPEST Tech in India!,@shangameshdk,Collab with A2D
I bought the CHEAPEST Tech in India!,@youtubeyo142,"Personally i hate it how our people just gather like sheeps if there is a camera, behave guys ffs"
I bought the CHEAPEST Tech in India!,@MOBILETRICKS,Love from Kerala ❤
I bought the CHEAPEST Tech in India!,@chaileeportraits,Mrwhosetheboss: subscribeeeee<br>The crowd and i: sascraaaaaaaaaaaaaaaa😂😂
I bought the CHEAPEST Tech in India!,@ahmadhusain3481,Made in China😂
I bought the CHEAPEST Tech in India!,@Zenithx622,Any place i can buy these online?
I bought the CHEAPEST Tech in India!,@Totalanime.777,He will tell you garib😂😂
I bought the CHEAPEST Tech in India!,@sadnope2303,go to china
I bought the CHEAPEST Tech in India!,@MVIVN,Why did a random man just show up and start massaging you halfway through filming? 😂
I bought the CHEAPEST Tech in India!,@Ultimate_Resen,I think you forgot that 1$ =  83 rupee
I bought the CHEAPEST Tech in India!,@maxime9211,I expected to see Nvindia products
I bought the CHEAPEST Tech in India!,@oxomist,All things were 100% built in CHINA
I bought the CHEAPEST Tech in India!,@Gamenight365,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=550"">9:10</a> this shoes look comfortable but you wearing 2 or 3 times it&#39;s cause your feet pain and some sore problem 😭😭"
I bought the CHEAPEST Tech in India!,@ayanmondal8953,The video quality and editing is mad
I bought the CHEAPEST Tech in India!,@Gamenight365,I Don&#39;t know why you Two professional technical guy promoting fake gadgets and sneakers This is too much bad 😔 I am disappointed with you
I bought the CHEAPEST Tech in India!,@yousefghaleb5229,Finally back to his home country
I bought the CHEAPEST Tech in India!,@brajilsarver2309,Technical guruji 🤮🤮🤮🤮🤮
I bought the CHEAPEST Tech in India!,@prabha__yt9405,TAMIL NADU
I bought the CHEAPEST Tech in India!,@sonumurmu719,90% of products are imported from china😂😂😂
I bought the CHEAPEST Tech in India!,@togbot3984,what market&#39;s name
I bought the CHEAPEST Tech in India!,@mr.sinner1098,"If you learn bargaining, then you can purchase all these even at 40% less price."
I bought the CHEAPEST Tech in India!,@akmkarim3190,Mrwhosetheboss <br>Please came in Bangladesh 🇧🇩
I bought the CHEAPEST Tech in India!,@mz1929,you couldnt pay me enough money to go to that disgusting and awful country....
I bought the CHEAPEST Tech in India!,@blackman-tt5zo,"Brother you need to learn how to make roti , seriously like what the hell did you even made??? you made a paratha not a roti , oil is put on paratha not on roti and why the hell did you put ghee on paratha , you but butter on ittt 😭😭"
I bought the CHEAPEST Tech in India!,@atlas6770,"I enjoyed the whole video, but at the end you kind of ruined it, encouraging people to use tiktok with vpn was a bad idea, when everybody know how that app is affecting the younger generation. Thats one way to ruin the fun for the whole video."
I bought the CHEAPEST Tech in India!,@WitcherAdarsh,Technical guru ji has more subscribers than mr.whosetheboss 😐
I bought the CHEAPEST Tech in India!,@iPuchka,"Your roti was terrible, you won’t find a suitable matrimonial match"
I bought the CHEAPEST Tech in India!,@Peppermint9930,You are speaking english in city<br>It&#39;s crazy
I bought the CHEAPEST Tech in India!,@0708im,Where is it? Bangalore?
I bought the CHEAPEST Tech in India!,@muysantos2859,When youre talking English in your own city. crazy
I bought the CHEAPEST Tech in India!,@user-jd2bh2ti1l,Correct the bharat&#39;s map.....Never make this mistake again....Thanks!
I bought the CHEAPEST Tech in India!,@pargisis,"we have a lot too in south east asia..thats how we asian save a lot of money. But yeah, you get what you pay. Especially the shoes."
I bought the CHEAPEST Tech in India!,@WeaponXIX,I think you don’t know that all those fake products are manufactured in China. That’s why it doesn’t include Hindi as a language.
I bought the CHEAPEST Tech in India!,@krisbalt2543,you says cheap but the citizen there are they really find it cheap like what is the cost of living there versus salary i doubt its vthat cheap for them
I bought the CHEAPEST Tech in India!,@mindblown9,what this high quality low cost stuff shows is how cheap it is to manufacter the high quality stuff. it probably costs apple $15 to $20 to make an apple watch series 9; here you are just getting one for that price
I bought the CHEAPEST Tech in India!,@nancylee8851,"Blinkit and Urban Company apps feel so unreal !!<br>Video is <b>Jugaad</b> and very human.<br><a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=372"">6:12</a> Your cheerful energy is infectious.<br>💡⚡💯"
I bought the CHEAPEST Tech in India!,@rstupaz,Collab with your long lost brother @techwiser 😂
I bought the CHEAPEST Tech in India!,@Crowder,You&#39;re overselling what is essentially cheap crap from aliexpress or wish 🤣
I bought the CHEAPEST Tech in India!,@nimasherpa5610,Blinkit is awesome app!!!😂😂😂👏👏👏👏
I bought the CHEAPEST Tech in India!,@gamingwithdevilgodofficial7160,Come to kerala
I bought the CHEAPEST Tech in India!,@nilokzhimo8560,Cheers mate
I bought the CHEAPEST Tech in India!,@soorajhalesha553,1st thing 1st was the massage worth it?😂😂
I bought the CHEAPEST Tech in India!,@goddessanaida,Meeee
I bought the CHEAPEST Tech in India!,@BaileyMagikz,"umm <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=204"">3:24</a> but  2000 rups is not $7  because its about 100 rups = £1 so its £20 so about $25.31 dunno who did your editing but half the prices are wrong.."
I bought the CHEAPEST Tech in India!,@odkrishyt3882,The crowd is gathering because of technical guruji
I bought the CHEAPEST Tech in India!,@biswajyotidas6236,"Lava Agni 2 is a really good phone, I&#39;ll give it a 10/10... been using it for a long time now"
I bought the CHEAPEST Tech in India!,@Psahay2442407,"Was it just me or did he really cut the part of J&amp;K from India&#39;s map. I really like the content of this guy. But he seems to be confused with the map. <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=439"">7:19</a>"
I bought the CHEAPEST Tech in India!,@josiahpowick7552,Apples ecosystem:<br>Indias smartphone services ecosystem:  😉💀
I bought the CHEAPEST Tech in India!,@sungkumlong2048,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> you are using the wrong map bro"
I bought the CHEAPEST Tech in India!,@sebasballesteros3109,Stf watches do show oxygen in blood levels
I bought the CHEAPEST Tech in India!,@thegamerscloud,Buy cheap Multiple Times and Buy a brand Once for entire life
I bought the CHEAPEST Tech in India!,@45abcd4,"you should try a rotimatic, it makes it for you"
I bought the CHEAPEST Tech in India!,@tanmeetsingh3340,now imagine the price in china
I bought the CHEAPEST Tech in India!,@oluebubemgbemena3118,Am. Watching
I bought the CHEAPEST Tech in India!,@GraciaMaccabe,I like it
I bought the CHEAPEST Tech in India!,@UttkarshNayak,Boat never fails
I bought the CHEAPEST Tech in India!,@EtherealGoddess_Ent,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=375"">6:15</a><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>😂 My Nigga"
I bought the CHEAPEST Tech in India!,@GordonChristie,$5000 for luggage :) im a scot in texas and we dont get the real poung key :) haha thats my fortnight birthday
I bought the CHEAPEST Tech in India!,@Moldi69666,Never did I saw a video with a tech youtuber getting an massage 😂
I bought the CHEAPEST Tech in India!,@snethra9162,Check it
I bought the CHEAPEST Tech in India!,@snethra9162,This folding iPhone if touch screen also bro
I bought the CHEAPEST Tech in India!,@alexmillions04,you went to the shop with the biggest scammer youtuber!
I bought the CHEAPEST Tech in India!,@kiralight6425,Bacon
I bought the CHEAPEST Tech in India!,@saluna3022,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=525"">8:45</a> are you crying bro !😂"
I bought the CHEAPEST Tech in India!,@M.AM747,Let me burst the bubble for you Arun....99% of those gadgets were MADE IN CHINA.<br>Imagine how it&#39;d be when you do a similar stuff in China?
I bought the CHEAPEST Tech in India!,@PragmaticJinu2,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> sir that&#39;s an incorrect map.. i can understand about pok but why aksaichin...?????"
I bought the CHEAPEST Tech in India!,@Fallen_1712,boat products are cheap Chinese products rebranded and sold to innocent indians
I bought the CHEAPEST Tech in India!,@g_pramodh,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> sir that&#39;s an incorrect map.. i can understand about pok but why aksaichin...?????"
I bought the CHEAPEST Tech in India!,@Hazanads,Bro got paid by modi
I bought the CHEAPEST Tech in India!,@charlessplendor4358,visit Nigeria in African <br>😀
I bought the CHEAPEST Tech in India!,@sooraj_rk,Apply purchase power parity conversion and you won&#39;t be surprised about the price.
I bought the CHEAPEST Tech in India!,@herckyboy,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1065"">17:45</a> she said"
I bought the CHEAPEST Tech in India!,@muhammadiqbal5567,Technical guruji helping to buy cheap tech things quiet parallel
I bought the CHEAPEST Tech in India!,@playunreal3029,Next time go to choor bajar in Delhi and get the tech from their
I bought the CHEAPEST Tech in India!,@_amatzz_,"Honestly none of those products other than the karaoke mic with speaker, projector, bag and lava phone deserve not more than a 5/10. Those products are dirt cheap for a reason, because they are affordable dirt!"
I bought the CHEAPEST Tech in India!,@gow588,cows ain’t holy
I bought the CHEAPEST Tech in India!,@vishwa9988,Bro used hair oil to make roti 💀
I bought the CHEAPEST Tech in India!,@prathmeshlaturkar43,Why u showed Bharat&#39;s 🇮🇳 map wrong???
