video_title,author,comment_text
I bought the CHEAPEST Tech in India!,@instaa7mdwho_,the way arun speaks hindi got me crying rn 😭😭😭😭 rotis 😂 bhaiyya
I bought the CHEAPEST Tech in India!,@mannuboi,"Finally, he embraced his roots, JUGAAD!"
I bought the CHEAPEST Tech in India!,@grozaphy,that last phone has the largest camera bump to sensor size ratio ever.
I bought the CHEAPEST Tech in India!,@ajayvailaya2091,Didnt he basically review all chinese gadgets available in roadside shops
I bought the CHEAPEST Tech in India!,@AshwinAjay,"but half of these or more are made in China, right?"
I bought the CHEAPEST Tech in India!,@usk8,"I remember using gopuff here in the UK, I had. Xiaomi pro watch 2 delivered to my house at 12.30am, about 15 minutes after ordering it, and it was £55, I ended up selling the watch a few days later at £150 😅"
I bought the CHEAPEST Tech in India!,@rioofficial260,800k subs till he surpasses apple
I bought the CHEAPEST Tech in India!,@Elytraz17,"the massager guy got to be thinking &quot;what the f**k&quot; <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=977"">16:17</a>"
I bought the CHEAPEST Tech in India!,@yaswanthsai8985,make a review on infinix gt10 pro
I bought the CHEAPEST Tech in India!,@thisisayushpandey,it&#39;s funny how most of the products are probably chinese and we&#39;re credit indians?
I bought the CHEAPEST Tech in India!,@pranavmishra9736,You made paratha instead of Roti
I bought the CHEAPEST Tech in India!,@curiousLeafy,all these are actually made in China
I bought the CHEAPEST Tech in India!,@favlinketh,Nice one
I bought the CHEAPEST Tech in India!,@nithinlycanz,Wrong map that sucks man.
I bought the CHEAPEST Tech in India!,@Marcus_The_Comedian,lol😂lol😅lol🤣lol🤣lol😅lol😂lol. 10 out of 10 for the massage guy. .lol😂lol😅lol🤣lol🤣lol😅lol😂lol.
I bought the CHEAPEST Tech in India!,@L_MAO_,Aron thinks he is British 😂
I bought the CHEAPEST Tech in India!,@thuglife4189,this is the first time I heard the English definition of jugaad<br>🤣
I bought the CHEAPEST Tech in India!,@charteredpointbyaditya2511,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> did you notice India&#39;s map 😮😢"
I bought the CHEAPEST Tech in India!,@ammarahmed7566,"those led motorbike backpacks are all the rage in Asia now, including my country Pakistan, anyone knows the use case for it ?"
I bought the CHEAPEST Tech in India!,@krishnapatel6608,I have both boat stone 650 and Samsung M34 both are working good
I bought the CHEAPEST Tech in India!,@LoneWolf-ll2pf,next country &quot;Philippines&quot; 😁
I bought the CHEAPEST Tech in India!,@Marcus_The_Comedian,IT&#39;S THE MASSAGE GUY FOR ME ME. lol😂lol😅lol🤣lol🤣lol😅lol😂lol. Happy birthday to you... lol😂lol😅lol🤣lol🤣lol😅lol😂lol.
I bought the CHEAPEST Tech in India!,@menace.20.8,"buttermilk came out of my nose at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1358"">22:38</a>🥲"
I bought the CHEAPEST Tech in India!,@Synth_sentinel,Asia&#39;s biggest computer market? Is China dead?
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1471"">24:31</a> the way Arun said &quot;Rotis&quot; like &quot;Roti&quot; when it is supposed to be said as &quot;Rootee&quot; if uk what I mean 😂"
I bought the CHEAPEST Tech in India!,@LilBabyFRFR,The fakes are real just have flukes eh AirPod case upside down. They work fine and are basically the same with all software features
I bought the CHEAPEST Tech in India!,@Ash_2D_5F_2D,"AYE, HE&#39;S IN MY COUNTRY"
I bought the CHEAPEST Tech in India!,@tenzzpz5753,Arun came back to his motherland.
I bought the CHEAPEST Tech in India!,@RohitNayak-kg8bx,mate is nearly 600k away from eating Apple&#39;s subscriber count
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1420"">23:40</a> ghost version of Arun"
I bought the CHEAPEST Tech in India!,@mtthwmyers,That’s what 😂
I bought the CHEAPEST Tech in India!,@peeyushgautam77,You don&#39;t see the Hindi option in the devices because 90% of what your bought was manufactured in China
I bought the CHEAPEST Tech in India!,@avigupta8741,Wth is this AWM24x thing
I bought the CHEAPEST Tech in India!,@mudgie3445,Sorry but how do any of these get more than a 5/10? None of these would ever be used more than a couple of days or even last more than a month.
I bought the CHEAPEST Tech in India!,@ashishwasekar1526,Everything you tried is most from china . At least 80 percent of product
I bought the CHEAPEST Tech in India!,@SohamXthh,"Abe ye galat map use kiya na be tune <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=439"">7:19</a>"
I bought the CHEAPEST Tech in India!,@slanuwa,Come to sri lanka
I bought the CHEAPEST Tech in India!,@rajatchorghe7236,need full review of the lava phone
I bought the CHEAPEST Tech in India!,@Amin2k,The Blink it service is fascinating. Do they like have warehouses all over town? how do they get it to you so quick?
I bought the CHEAPEST Tech in India!,@vishnuray4432,Most of the products were Chinese that&#39;s why you got the language option in Chinese and English but not in Hindi and that&#39;s the reason some products didn&#39;t work properly and had bad quality.
I bought the CHEAPEST Tech in India!,@cforcrafter3180,this guy 100 meters away from me and i dint even realise
I bought the CHEAPEST Tech in India!,@AdityaAserkar,The issue is that these purchases aren&#39;t exactly reproducible. There&#39;s very less dependability. You simply aren&#39;t able to recommend a product to someone cause it&#39;ll just not exist. But naturally it&#39;s all great given the price if it works.
I bought the CHEAPEST Tech in India!,@arpandutta134,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1496"">24:56</a> 😅😅<br>this is not rooti<br><br>you&#39;ve made mistake in the process <br>but love to see your effort ❤❤❤"
I bought the CHEAPEST Tech in India!,@kanavanand25,That shi aint roti
I bought the CHEAPEST Tech in India!,@QuirkyAvik,"I used to be paid 2000 usd per anum, I couldn&#39;t afford 500 dollar console and 60 dollar games."
I bought the CHEAPEST Tech in India!,@choyonmahfuz,plz come to bangladesh b
I bought the CHEAPEST Tech in India!,@asbarachuz,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=216"">3:36</a> never thought a foreigns doesn&#39;t have these system"
I bought the CHEAPEST Tech in India!,@ourfriend3167,We have an shop if you want to visit Gujarati
I bought the CHEAPEST Tech in India!,@hardiktyagi1955,So nobody is gonna talk about &#39;kacchi Roti&#39; that Arun seemingly enjoyed xD
I bought the CHEAPEST Tech in India!,@gamesofreak6275,jai hind !!!
I bought the CHEAPEST Tech in India!,@menace.20.8,expensive doesnt always mean good
I bought the CHEAPEST Tech in India!,@abh1j1thas,Who&#39;s telling him most of the tech are just Chinese imports &gt;.&gt;
I bought the CHEAPEST Tech in India!,@Chan.711,"I love these videos.  And it said 10,000 built in games,  not 10,000 Playable Games! 😂😂😂😂"
I bought the CHEAPEST Tech in India!,@rudrakshdiwakarsinha2022,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=366"">6:06</a> title m34 phone lava agni"
I bought the CHEAPEST Tech in India!,@caalkitpatel,No boAt got destroyed in this video 😅🤣
I bought the CHEAPEST Tech in India!,@AJASP.K,me
I bought the CHEAPEST Tech in India!,@ryanizanami4866,Finally ❤
I bought the CHEAPEST Tech in India!,@Winharocity,When are you getting vision pro
I bought the CHEAPEST Tech in India!,@therealog7750,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=914"">15:14</a> 💀"
I bought the CHEAPEST Tech in India!,@yusufjawaid,"Whatever you got, I know a guy who&#39;d sell it cheaper"
I bought the CHEAPEST Tech in India!,@aryanshaw8924,Bro uses the best desi memes 😂😂😂
I bought the CHEAPEST Tech in India!,@PabitraYT1,STILL those things feels pricey  to me 😅
I bought the CHEAPEST Tech in India!,@TUANSMQ_DERUN,I’m Indonesian
I bought the CHEAPEST Tech in India!,@camptube7621,Wow. The instant services are a great idea.
I bought the CHEAPEST Tech in India!,@angelarna4692,Exp
I bought the CHEAPEST Tech in India!,@nikinkamal9141,❤❤❤
I bought the CHEAPEST Tech in India!,@soduxsodu,Such a fun video! Absolutely entertaining.
I bought the CHEAPEST Tech in India!,@princesolanki-7,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1527"">25:27</a><br>Him: &quot; Who&#39;s making money from this?<br>My mom : &quot; It&#39;s not worth it , too costly &quot; 💀"
I bought the CHEAPEST Tech in India!,@Ismael94,Is bro not doing a video on the vision pro wtf!
I bought the CHEAPEST Tech in India!,@zurakun7731,All of these are made in china
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=972"">16:12</a> 😂<br>Arun really singing &quot;Happy Birthday&quot;"
I bought the CHEAPEST Tech in India!,@arpitshivhare217,I loved this video
I bought the CHEAPEST Tech in India!,@transformer-da,Bro well knows his viewers 💀💀
I bought the CHEAPEST Tech in India!,@user-pg9iz9dw5z,@Mrwhosetheboss I have the same Airdopes 131 but of Batman Edition and i love these it only costed me 999 rupees or 12.5 usd
I bought the CHEAPEST Tech in India!,@Pixelar2508,I suggest you to come to Chandigarh asit is know as the city beautiful
I bought the CHEAPEST Tech in India!,@bardia3454,I live in iran so the mobile gamers being majority thingy is in here too
I bought the CHEAPEST Tech in India!,@avnishdaheria,It&#39;s called Jugaad 😂😂
I bought the CHEAPEST Tech in India!,@kapaleshwarC1,the fans are of Technical guruji and not Aruns😂😂
I bought the CHEAPEST Tech in India!,@mohitkrishnia8632,sir really you are bad at cooking. lol
I bought the CHEAPEST Tech in India!,@musiclovers9461,Nehru place one of the best markets for tech
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=759"">12:39</a> &quot; For some who has AirDopes.....&quot; or something 😂"
I bought the CHEAPEST Tech in India!,@comicrecap978,He went to fucking Nehru place😭😭. Love it!!
I bought the CHEAPEST Tech in India!,@sajidsh911,Everything is great but why is Technical Guru trying to fake an accent 😂😂😂😂
I bought the CHEAPEST Tech in India!,@VigneshGopalakrishnan,"Dont beat yourself up on M8 pro, we have been duped for 9999 games in 1 since 90s."
I bought the CHEAPEST Tech in India!,@mdashar2170,LAVA AGNI SALES AFTER THIS VIDEO 📈
I bought the CHEAPEST Tech in India!,@matanip9327,I think arun might be a little bit bias😂
I bought the CHEAPEST Tech in India!,@captain_rigel,Guru ji op❤❤❤❤
I bought the CHEAPEST Tech in India!,@varunnahar,95% of the gadgets he bought are Made In China.
I bought the CHEAPEST Tech in India!,@sivalakishore,Traditional Dress looks Superb on you 🧡😍
I bought the CHEAPEST Tech in India!,@loppomaa,Arun honestly that is the worst roti iv ever seen in my entire life bro
I bought the CHEAPEST Tech in India!,@rahulmudi8499,Pretty interesting ❤
I bought the CHEAPEST Tech in India!,@booysedonie,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1830"">30:30</a> BATTERLY LIFE lol"
I bought the CHEAPEST Tech in India!,@bbeegaming,This is an awesome video thank you❤
I bought the CHEAPEST Tech in India!,@vijaya3519,Amazing 🔥
I bought the CHEAPEST Tech in India!,@nimaalam2562,Visit Pakistan and Bangladesh next 🇧🇩🇵🇰
I bought the CHEAPEST Tech in India!,@varun-ws6v,I am  Im Your Fan
I bought the CHEAPEST Tech in India!,@archibaldfranklin288,Understand that all these top companies make good products quite alright but the quality margin / price margin is just not it... Most cheap products have more quality compared to the price you won&#39;t believe esp in the so called undeveloped countries..
I bought the CHEAPEST Tech in India!,@Dark_Knight_2469,bro that&#39;s my school in the begining TF
I bought the CHEAPEST Tech in India!,@trenon6996,I just love the way he says &quot;Rottti&quot; 😂
I bought the CHEAPEST Tech in India!,@glaubhafieber,Bump on a plane and come to Bangkok and visit the temple named after you 😂
I bought the CHEAPEST Tech in India!,@ArvindSingh-fk7dy,"Most of them are made in China so basically you should make a video in China, much more cheaper and much more futuristic stuff"
I bought the CHEAPEST Tech in India!,@Dhere10,🇮🇳
I bought the CHEAPEST Tech in India!,@VijayGupta-yv1oo,Well to let u know Arun... Most of the product u picked in this video were made in china except a few like boat. All the unbranded items are Chinese......
I bought the CHEAPEST Tech in India!,@samtechtips12,"Okay we got trisha along, lovely to see my favourite content creator in my country ❤ and the reactions though 😂❤"
I bought the CHEAPEST Tech in India!,@ShohebNurAsif--,"this isnt Asia&#39;s biggest tech market ,,,its in china,,,<br>and Everthing You are showing are imported from china,,,"
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=738"">12:18</a> the wording really does build  anticipation"
I bought the CHEAPEST Tech in India!,@arpitshivhare217,Bro your editing is so good 😮
I bought the CHEAPEST Tech in India!,@KushalPandya,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">7:20</a> fix that map, we expect better from OCI."
I bought the CHEAPEST Tech in India!,@Dhruv-uu6pp,Hes almost nailed the accent
I bought the CHEAPEST Tech in India!,@A.s175,And I’m a fan
I bought the CHEAPEST Tech in India!,@cubohedron,rrOtti
I bought the CHEAPEST Tech in India!,@nikhilmeena7372,wish you had worked with a good youtuber and not a sellout :( BIG THUMBS DOWN
I bought the CHEAPEST Tech in India!,@muhguyva8395,I loved my Samsung juke lol
I bought the CHEAPEST Tech in India!,@user-hs4oi9go1d,90 % of products are made in China 😂
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=625"">10:25</a> we love you Milo 😂<br>Hipe it is good though"
I bought the CHEAPEST Tech in India!,@SaarphireTTV,what would a sub to this channel be this time? 😅
I bought the CHEAPEST Tech in India!,@bharathis4382,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1236"">20:36</a> jugaad 😂😂"
I bought the CHEAPEST Tech in India!,@NextGen-Chems_by_Authentic,"But please do not ever consider import such product in your country as customs and police might end your home journey very quick. Check thoroughly with your local laws as importing obviously fake rip off scam products to, e.g. Germany, is a crime even if you say u didn&#39;t know. Ignorance does not protect one from punishment as it is in nearly every country. <br><br>I wouldn&#39;t encourage such talking and praising obvious scams and make people think that these scam products might be worth it. If you try buy anything like this on the internet, you will be disappointed, a lot. <br><br>Don&#39;t fall for it, if you can spend it. You should. As you do not just pay for construction and parts cost but also a lot in researching and protecting measurements (and sure Marketing too but imagine how expensive it is to do all the research and development on something like improving a camera. Its way more expensive per phone than any materials cost can be)<br><br>Little bit disappointed here. Surely for Indians i can see how these products are a good thing as many are extremely poor. But you cannot at all compare it to any other scam which is available for us rich western people"
I bought the CHEAPEST Tech in India!,@noblelbex,I expected you to go to chor bazaar
I bought the CHEAPEST Tech in India!,@djice1480,Please do a review of realme
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=387"">6:27</a> that is crazy fr...delivering a good in under 8 minutes...I wonder how much the company behind it must have invested for the transportation"
I bought the CHEAPEST Tech in India!,@cephasouma4270,"Much love from Nairobi, Kenya🤩"
I bought the CHEAPEST Tech in India!,@PriyaSheetalVlog20,All those watches were imported from china if Iam not wrong
I bought the CHEAPEST Tech in India!,@PersonalMaster,"It is actually my Birthday and you sang me a song. 😂 <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=980"">16:20</a>"
I bought the CHEAPEST Tech in India!,@KyaDekhRahaHaii,❤❤
I bought the CHEAPEST Tech in India!,@ultimateguy7101,Please do a review of realme
I bought the CHEAPEST Tech in India!,@aljubair7418,Except everything is made in China
I bought the CHEAPEST Tech in India!,@amethystdene,Do you know how the last phone was only 200 dollars? Look closely at the cameras. 2 of them are fake.
I bought the CHEAPEST Tech in India!,@HyperBeamXYT,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=378"">6:18</a> the natural rainbow thing near the camera was nice"
I bought the CHEAPEST Tech in India!,@TheOscDude,Wonder if fake items when it came out from the same factory but 1 batch send to the brand the other one to normal market or online shop would it still be a fake items ?
I bought the CHEAPEST Tech in India!,@user-ge3xi7kz1w,Conclusion: India&#39;s fake products are better than many countries tech😂
I bought the CHEAPEST Tech in India!,@vegitogogita531,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=167"">2:47</a> No way the guy casually showed his payment QR code 😂 Definitely a big brain moment"
I bought the CHEAPEST Tech in India!,@maneekmohan6923,The first shop is the one that bricked my laptop during repair. Small world.
I bought the CHEAPEST Tech in India!,@ShiroKumaCh.,Ah yes.... &quot;Bluetooth Mode&quot;
I bought the CHEAPEST Tech in India!,@sushantgoyal8849,Man ordered Pooja ghee for making Rotis😭
I bought the CHEAPEST Tech in India!,@SumanthSam,"@<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=227"">3:47</a> that daaisau was very on point XD"
I bought the CHEAPEST Tech in India!,@upthewahs1995,I vote Lava Phone for one of the prizes as 2024 best phone video prize giveaway lol
I bought the CHEAPEST Tech in India!,@alifalshaharier3801,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1440"">24:00</a> why you forgot the slat? it&#39;s not right"
I bought the CHEAPEST Tech in India!,@canadian_american84,"Now, if they could just send all the kids to school and make sure families stop living in cardboard boxes and have loggings with basic aminities like bathrooms  and running water."
I bought the CHEAPEST Tech in India!,@sixgixed,😂😂
I bought the CHEAPEST Tech in India!,@PAULaf-rn4gx,The fact that a lot of people follow arun around is ridiculous 😂😂
I bought the CHEAPEST Tech in India!,@raneeshver3685,The funniest part is most of them are imported from China😂😂
I bought the CHEAPEST Tech in India!,@internetenjoyer9186,"Bro could have bought agni where he bought his backpack, they had em 😂"
I bought the CHEAPEST Tech in India!,@AskShivang,One of the best videos 🎉
I bought the CHEAPEST Tech in India!,@user-zu8fu7uf6k,Indian&#39;s map is not correct
I bought the CHEAPEST Tech in India!,@timestampAi,Bro is in rush to overtake somebody
I bought the CHEAPEST Tech in India!,@Jacob-roqu,there was actually a lava phone the store u went in before that
I bought the CHEAPEST Tech in India!,@darshanpanchal3046,bro 5 sponsors in 1 video congrats
I bought the CHEAPEST Tech in India!,@Kaushik.B,"did not expect this collab, nice video man"
I bought the CHEAPEST Tech in India!,@gish_,"is DigiTek trying to copy DigiTech, the guitar effect company? extremely similar logo, too.."
I bought the CHEAPEST Tech in India!,@yohaanpathak9055,I&#39;m from 🇮🇳  dinga dinga dinga
I bought the CHEAPEST Tech in India!,@sirnutcase8745,"The guy that massages XD we must think, what is this weirdo doing hahaha"
I bought the CHEAPEST Tech in India!,@881129sun,"Are you planning to go to Huaqiang Bei, Shenzhen, China 😂"
I bought the CHEAPEST Tech in India!,@meghrathi4251,Atleast use correct map of Indja
I bought the CHEAPEST Tech in India!,@andrewpower5416,"Is anyone going to mention &quot;batterly life&quot; @ <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1831"">30:31</a> ?"
I bought the CHEAPEST Tech in India!,@hamzanadeem7351,me
I bought the CHEAPEST Tech in India!,@robertdiengdoh,Akshay kumar has that backpack
I bought the CHEAPEST Tech in India!,@sidkhullarr,"DISTORTED MAP!!!!!!! Please Put A correct map of the country which you are milking atleast!!! DISRESPECTFUL!!!!! @mrwhosetheboss <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=439"">7:19</a>"
I bought the CHEAPEST Tech in India!,@jineshthakkar5187,Me!!!!
I bought the CHEAPEST Tech in India!,@chezmcburger,youve def caused at least 1 company to be sued with this video right?
I bought the CHEAPEST Tech in India!,@souravkumar7645,All good Arun but the map you used was not the right one hope you edit it!
I bought the CHEAPEST Tech in India!,@ChaossX77,That fake apple watch was unbelievable.the display had almost no bezel just like the real one. Wish alibaba had fakes of this quality.
I bought the CHEAPEST Tech in India!,@pinkylizy8,Go to Kerala if you can
I bought the CHEAPEST Tech in India!,@aryanmishra2604,Arun pair those fake Airpods with an apple phone and see the magic😂
I bought the CHEAPEST Tech in India!,@singhplayzz,welcome to mother land arun
I bought the CHEAPEST Tech in India!,@yolo9492,Arun bro don’t you know hindi??
I bought the CHEAPEST Tech in India!,@shahrukhsatkut4119,Best video until now
I bought the CHEAPEST Tech in India!,@Onn277,Mann didn&#39;t expect that
I bought the CHEAPEST Tech in India!,@Navya0099,Collab with Prasad tech
I bought the CHEAPEST Tech in India!,@kokosurya2050,16h
I bought the CHEAPEST Tech in India!,@WebertRLZ,Sorry I gotta stop watching at Happy Birthday 2u. Can&#39;t. Handle. The. Cringeness. Aaaahh
I bought the CHEAPEST Tech in India!,@ishlight3772,The lava phone is insane for its price
I bought the CHEAPEST Tech in India!,@jamesmartlew7462,Before I started the video I knew they who be loads of fans
I bought the CHEAPEST Tech in India!,@thegreatindianartist58,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1485"">24:45</a> that&#39;s not roti at all 😂😂😂"
I bought the CHEAPEST Tech in India!,@mrraam31,Magmo call recorder whiich you bought was launched on Kickatarter .
I bought the CHEAPEST Tech in India!,@Reticent.Breeze,*The British guy uses the Pakistani version of India&#39;s map.
I bought the CHEAPEST Tech in India!,@aravinmurali4215,Lava agni is mind blowing!
I bought the CHEAPEST Tech in India!,@darksnakegaming6493,U used the wrong map though
I bought the CHEAPEST Tech in India!,@DeathStar9101.,Colab with tech burner
I bought the CHEAPEST Tech in India!,@user-kg3lm4ro2e,Can you come to sri lanka visit monkey banana vila
I bought the CHEAPEST Tech in India!,@bukachinixon,"The price is comparable to USD/GBP but the local use the rupees for the transactions and hence may not really cheap to them, Unless im overthinking or missing out on something somewhere"
I bought the CHEAPEST Tech in India!,@neeltanna777,The part 2 we all deserved
I bought the CHEAPEST Tech in India!,@sr_0736,Bro just promoted blinkit and urban company for free
I bought the CHEAPEST Tech in India!,@sr_0736,I use that case the seams disappear after a few months
I bought the CHEAPEST Tech in India!,@biswajitshaw8947,fun fact: most of the product are &quot;made in china&quot;
I bought the CHEAPEST Tech in India!,@juic3kid,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1980"">33:00</a> that Rick roll was clever."
I bought the CHEAPEST Tech in India!,@7idks,bro forgot that china existed and that all his product is all made in china
I bought the CHEAPEST Tech in India!,@vuurwerkgast1,"Loved this video, keep up the good work Arun!"
I bought the CHEAPEST Tech in India!,@Callofdutyking-jr1mh,Please come to Sri Lanka
I bought the CHEAPEST Tech in India!,@rockerravn,please retake the 15 vs s24
I bought the CHEAPEST Tech in India!,@ecarpo3479,China has been using the form of payment for probably a decade. 😂
I bought the CHEAPEST Tech in India!,@SatyaJoshipura,Technical Guruji pls flaunt your money infront of Arun
I bought the CHEAPEST Tech in India!,@biswajitpal2472,You could have not wear those band party dress for the thumbnail. 😐
I bought the CHEAPEST Tech in India!,@kumarsouravsuman9833,"No way you have used the wrong map <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=439"">7:19</a>"
I bought the CHEAPEST Tech in India!,@sureshndk,"That 16 dollar speaker u showed in the starting, my father got one of those as a gift from his company"
I bought the CHEAPEST Tech in India!,@codebreadyt,"do sau pachaas mein de do, lmao"
I bought the CHEAPEST Tech in India!,@Frostleef,Me
I bought the CHEAPEST Tech in India!,@devyanshmahatha69,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=220"">3:40</a> damn we are really ahead"
I bought the CHEAPEST Tech in India!,@techxofix5704,Lavas camera is good
I bought the CHEAPEST Tech in India!,@rudygaming915,Bro that crowd is for Guruji not for you 😂
I bought the CHEAPEST Tech in India!,@romsnsama23,would hv meet trakin tech and tech burner instead of technical guruji. Tech burner would hav made this video more interesting and funnier 👍😇😉
I bought the CHEAPEST Tech in India!,@mohidsultan3213,jujjar is called
I bought the CHEAPEST Tech in India!,@abdulkhalique8828,𝚒 𝚏𝚛𝚘𝚖 𝚜𝚊𝚞𝚍𝚒
I bought the CHEAPEST Tech in India!,@abhrasrepository1173,Watching him rate the samsung m34 a 6/10 on my m34 hurt a little bit
I bought the CHEAPEST Tech in India!,@dauntless17,this was interesting! though i wish it was broken up into parts and uploaded as a mini series haha
I bought the CHEAPEST Tech in India!,@paarthkariya1022,"That was my mama,s shop 😂😊😊"
I bought the CHEAPEST Tech in India!,@satyamashutoshchaudhary6043,boat is the worst brand 👎
I bought the CHEAPEST Tech in India!,@vedantagrawal-su3xi,Has to be the BEST mrwhosetheboss video
I bought the CHEAPEST Tech in India!,@samuelschonenberger,Must have been strange to have an army of fans follow you around
I bought the CHEAPEST Tech in India!,@wk5649,We want a full review on the lava phone
I bought the CHEAPEST Tech in India!,@DualDGamingFan,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1982"">33:02</a> <br>I see you are a big Rick Astley Fan 😅"
I bought the CHEAPEST Tech in India!,@garvityadav3972,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1488"">24:48</a> it&#39;s raw ...."
I bought the CHEAPEST Tech in India!,@dirosindia7633,"At <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=440"">07:20</a> India&#39;s Map which is used is Incorrect."
I bought the CHEAPEST Tech in India!,@dheerendrayadav8335,But the darker truth is that most of the products are probably made in China 🤕
I bought the CHEAPEST Tech in India!,@ivandankob7112,"the main question should be if these products do feel the same in use after 10 / 100 / 1000 usages<br>because, I bet, you can already feel some changes after 10 lol"
I bought the CHEAPEST Tech in India!,@ajushadiza5115,I guess he is here because of his engagement
I bought the CHEAPEST Tech in India!,@garvityadav3972,You could just buy the $18 watch just for the straps.
I bought the CHEAPEST Tech in India!,@sreeharshagarimella1593,Good. Also plz take him to Bihar 😂
I bought the CHEAPEST Tech in India!,@shauryasingh5739,We have playstations!!!!!!!!!!!
I bought the CHEAPEST Tech in India!,@LocTran-sc7mm,"<a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=1830"">30:30</a> i have no idea how i saw this but, heh, batterly life"
I bought the CHEAPEST Tech in India!,@kramvk,"30 seconds in, and posting to say how awful the video quality is.  I’m predicting you will announce it was filmed in some random device later on 🤓"
I bought the CHEAPEST Tech in India!,@MrThesoulripper13,you should definitely try China
I bought the CHEAPEST Tech in India!,@gwswap154,Chaliye Suru karte hai was on 0.25 speed in this video
I bought the CHEAPEST Tech in India!,@Snipy0p,Gareebo 😂
I bought the CHEAPEST Tech in India!,@bukachinixon,"Hey, this dude’s absolutely roasting the stock at the corner shop, and the shop assistants are just rolling with it. Talk about influence, Mr. Whosetheboss is killing it! 🔥👏”"
I bought the CHEAPEST Tech in India!,@ARKed069,Ok I was not expecting This you got me
I bought the CHEAPEST Tech in India!,@HASHTAG61,I liked my own comment
I bought the CHEAPEST Tech in India!,@priyanshushh,"i&#39;ve been waiting for it, for soooooo long....."
I bought the CHEAPEST Tech in India!,@Jedi_Gaming,IF all the INDIANS came to meet MRWHOSETHEBOSS then he will have to call in the security to handle the crowd
I bought the CHEAPEST Tech in India!,@im_jram,Arun just froze when he saw his foot massager arrive in a bicycle
I bought the CHEAPEST Tech in India!,@iv_deepak,"The map you have used at <a href=""https://www.youtube.com/watch?v=LdlLUogNYMw&amp;t=441"">7:21</a>  is wrong , kindly remove this or update with correct map"
I bought the CHEAPEST Tech in India!,@Boruto_Uzumaki_1,Apple vison pro
I bought the CHEAPEST Tech in India!,@vincentnyasha6354,"I live in china, i doubt the statement of most digital transactions being more than that of china."
I bought the CHEAPEST Tech in India!,@Leanzazzy,That mic is just amazing ❤
I bought the CHEAPEST Tech in India!,@Davidhelps21,Come to Nigeria
I bought the CHEAPEST Tech in India!,@nakulbaurai4438,The roti was violated 😭😭 it was not even coocked 20%
I bought the CHEAPEST Tech in India!,@kazuhaa99,Did i hear &quot;kitna&quot;? Right?😅😅
I bought the CHEAPEST Tech in India!,@spinthirasad,How much ever they say but the ai noise cancellation is such a scam. I mean yes I can hear Arun but.
